date;close
2018-01-30;10.100000381469727
2018-01-29;10.199999809265137
2018-01-26;10.079999923706055
2018-01-24;9.90999984741211
2018-01-23;9.890000343322754
2018-01-22;9.869999885559082
2018-01-19;9.869999885559082
2018-01-18;9.859999656677246
2018-01-17;9.880000114440918
2018-01-16;9.850000381469727
2018-01-15;9.850000381469727
2018-01-12;9.850000381469727
2018-01-11;9.84000015258789
2018-01-10;9.84000015258789
2018-01-09;9.829999923706055
2018-01-08;9.850000381469727
2018-01-05;9.800000190734863
2018-01-04;9.800000190734863
2018-01-03;9.779999732971191
2018-01-02;9.65999984741211
2017-12-29;9.800000190734863
2017-12-28;9.5600004196167
2017-12-27;9.550000190734863
2017-12-26;9.470000267028809
2017-12-25;9.479999542236328
2017-12-22;9.479999542236328
2017-12-21;9.479999542236328
2017-12-20;9.5
2017-12-19;9.489999771118164
2017-12-18;9.5
2017-12-15;9.539999961853027
2017-12-14;9.489999771118164
2017-12-13;9.25
2017-12-12;9.25
2017-12-11;9.25
2017-12-08;9.270000457763672
2017-12-07;9.270000457763672
2017-12-06;9.260000228881836
2017-12-05;9.380000114440918
2017-12-04;9.25
2017-12-01;9.25
2017-11-30;9.25
2017-11-29;9.199999809265137
2017-11-28;9.199999809265137
2017-11-27;9.199999809265137
2017-11-24;9.149999618530273
2017-11-23;9.210000038146973
2017-11-22;9.210000038146973
2017-11-21;9.210000038146973
2017-11-20;9.210000038146973
2017-11-17;9.220000267028809
2017-11-16;9.210000038146973
2017-11-15;9.210000038146973
2017-11-14;9.34000015258789
2017-11-13;9.15999984741211
2017-11-10;9.180000305175781
2017-11-09;9.15999984741211
2017-11-08;9.149999618530273
2017-11-07;9.25
2017-11-06;9.25
2017-11-03;9.239999771118164
2017-11-02;9.25
2017-11-01;9.199999809265137
2017-10-31;9.25
2017-10-30;9.239999771118164
2017-10-27;9.229999542236328
2017-10-26;9.239999771118164
2017-10-25;9.239999771118164
2017-10-24;9.25
2017-10-23;9.239999771118164
2017-10-20;9.289999961853027
2017-10-19;9.350000381469727
2017-10-18;9.420000076293945
2017-10-17;9.420000076293945
2017-10-16;9.460000038146973
2017-10-13;9.510000228881836
2017-10-12;9.529999732971191
2017-10-11;9.550000190734863
2017-10-10;9.539999961853027
2017-10-09;9.550000190734863
2017-10-06;9.539999961853027
2017-10-05;9.539999961853027
2017-10-04;9.550000190734863
2017-10-03;9.5600004196167
2017-10-02;9.550000190734863
2017-09-29;9.529999732971191
2017-09-28;9.800000190734863
2017-09-27;9.819999694824219
2017-09-26;9.800000190734863
2017-09-25;9.779999732971191
2017-09-22;9.850000381469727
2017-09-21;9.850000381469727
2017-09-20;9.850000381469727
2017-09-19;9.8100004196167
2017-09-18;9.800000190734863
2017-09-15;9.699999809265137
2017-09-14;9.720000267028809
2017-09-13;9.699999809265137
2017-09-12;9.699999809265137
2017-09-11;9.619999885559082
2017-09-08;9.600000381469727
2017-09-07;9.489999771118164
2017-09-06;9.470000267028809
2017-09-05;9.420000076293945
2017-09-01;9.460000038146973
2017-08-31;9.460000038146973
2017-08-30;9.460000038146973
2017-08-29;9.460000038146973
2017-08-28;9.600000381469727
2017-08-25;9.5600004196167
2017-08-24;9.569999694824219
2017-08-23;9.579999923706055
2017-08-22;9.609999656677246
2017-08-21;9.600000381469727
2017-08-18;9.65999984741211
2017-08-17;9.699999809265137
2017-08-16;9.6899995803833
2017-08-15;9.6899995803833
2017-08-14;9.6899995803833
2017-08-11;9.6899995803833
2017-08-10;9.779999732971191
2017-08-09;9.819999694824219
2017-08-08;9.800000190734863
2017-08-07;9.699999809265137
2017-08-04;9.649999618530273
2017-08-03;9.640000343322754
2017-08-02;9.649999618530273
2017-08-01;9.649999618530273
2017-07-31;9.539999961853027
2017-07-28;9.640000343322754
2017-07-27;9.640000343322754
2017-07-26;9.630000114440918
2017-07-25;9.619999885559082
2017-07-24;9.630000114440918
2017-07-21;9.630000114440918
2017-07-20;9.619999885559082
2017-07-19;9.640000343322754
2017-07-18;9.600000381469727
2017-07-17;9.609999656677246
2017-07-14;9.619999885559082
2017-07-13;9.609999656677246
2017-07-12;9.630000114440918
2017-07-11;9.630000114440918
2017-07-10;9.619999885559082
2017-07-07;9.630000114440918
2017-07-06;9.649999618530273
2017-07-05;9.65999984741211
2017-07-04;9.649999618530273
2017-07-03;9.640000343322754
2017-06-30;9.630000114440918
2017-06-29;9.630000114440918
2017-06-28;9.630000114440918
2017-06-27;9.59000015258789
2017-06-26;9.59000015258789
2017-06-23;9.600000381469727
2017-06-22;9.579999923706055
2017-06-21;9.59000015258789
2017-06-20;9.640000343322754
2017-06-19;9.630000114440918
2017-06-16;9.630000114440918
2017-06-15;9.640000343322754
2017-06-14;9.609999656677246
2017-06-13;9.569999694824219
2017-06-09;9.569999694824219
2017-06-08;9.569999694824219
2017-06-07;9.550000190734863
2017-06-06;9.579999923706055
2017-06-05;9.59000015258789
2017-06-02;9.529999732971191
2017-06-01;9.420000076293945
2017-05-31;9.4399995803833
2017-05-29;9.399999618530273
2017-05-26;9.399999618530273
2017-05-25;9.390000343322754
2017-05-24;9.359999656677246
2017-05-23;9.350000381469727
2017-05-22;9.350000381469727
2017-05-19;9.350000381469727
2017-05-18;9.319999694824219
2017-05-17;9.34000015258789
2017-05-16;9.350000381469727
2017-05-15;9.380000114440918
2017-05-12;9.380000114440918
2017-05-11;9.3100004196167
2017-05-09;9.359999656677246
2017-05-08;9.390000343322754
2017-05-05;9.300000190734863
2017-05-04;9.199999809265137
2017-05-03;9.59000015258789
2017-05-02;9.600000381469727
2017-04-28;9.579999923706055
2017-04-27;9.539999961853027
2017-04-26;9.479999542236328
2017-04-25;9.369999885559082
2017-04-24;9.289999961853027
2017-04-21;9.399999618530273
2017-04-20;9.079999923706055
2017-04-19;9.050000190734863
2017-04-18;9.039999961853027
2017-04-17;9.020000457763672
2017-04-14;8.949999809265137
2017-04-13;8.960000038146973
2017-04-12;8.979999542236328
2017-04-11;8.979999542236328
2017-04-10;8.989999771118164
2017-04-07;9
2017-04-06;8.9399995803833
2017-04-05;8.949999809265137
2017-04-04;9
2017-04-03;9
2017-03-29;8.970000267028809
2017-03-28;9
2017-03-27;8.970000267028809
2017-03-24;8.989999771118164
2017-03-23;9
2017-03-22;8.9399995803833
2017-03-21;9
2017-03-20;8.899999618530273
2017-03-17;8.899999618530273
2017-03-16;8.850000381469727
2017-03-15;8.75
2017-03-14;8.850000381469727
2017-03-13;8.800000190734863
2017-03-10;8.770000457763672
2017-03-09;8.729999542236328
2017-03-08;8.829999923706055
2017-03-07;8.800000190734863
2017-03-06;8.819999694824219
2017-03-03;8.729999542236328
2017-03-02;8.75
2017-03-01;8.619999885559082
2017-02-28;8.600000381469727
2017-02-27;8.619999885559082
2017-02-24;8.600000381469727
2017-02-23;8.399999618530273
2017-02-22;8.420000076293945
2017-02-21;8.399999618530273
2017-02-20;8.420000076293945
2017-02-17;8.460000038146973
2017-02-16;8.399999618530273
2017-02-15;8.369999885559082
2017-02-14;8.319999694824219
2017-02-13;8.350000381469727
2017-02-10;8.300000190734863
2017-02-08;8.199999809265137
2017-02-07;8.170000076293945
2017-02-06;8.220000267028809
2017-02-03;8.199999809265137
2017-02-02;8.130000114440918
2017-01-31;8.220000267028809
2017-01-27;8.25
2017-01-26;8.319999694824219
2017-01-25;8.329999923706055
2017-01-24;8.319999694824219
2017-01-23;8.279999732971191
2017-01-20;8.270000457763672
2017-01-19;8.25
2017-01-18;8.210000038146973
2017-01-17;8.170000076293945
2017-01-16;8.050000190734863
2017-01-13;8.319999694824219
2017-01-12;8.3100004196167
2017-01-11;8.300000190734863
2017-01-10;8.279999732971191
2017-01-09;8.260000228881836
2017-01-06;8.25
2017-01-05;8.1899995803833
2017-01-04;8.079999923706055
2017-01-03;8.010000228881836
2017-01-02;8.199999809265137
2016-12-30;8.199999809265137
2016-12-29;7.980000019073486
2016-12-28;7.949999809265137
2016-12-27;7.75
